hash,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79,t_80,t_81,t_82,t_83,t_84,t_85,t_86,t_87,t_88,t_89,t_90,t_91,t_92,t_93,t_94,t_95,t_96,t_97,t_98,t_99,malware,type
fb7569d1c2c1fa36a97fdc732f51a637,172,117,208,76,274,158,215,274,158,215,76,215,76,172,117,172,117,286,240,286,297,135,171,215,298,297,135,171,215,198,228,297,111,140,81,8,199,264,199,8,208,264,208,264,187,199,172,117,194,144,199,297,208,264,199,8,208,264,208,264,187,199,183,199,252,187,215,240,117,240,117,71,297,135,171,215,208,187,208,240,117,39,35,171,172,117,208,35,215,35,208,240,117,240,117,222,215,127,131,187,1,hacktool
e7ac6a2de45506164777941faf953094,82,240,117,240,117,93,117,172,117,16,117,215,228,208,240,117,82,198,86,82,274,37,262,228,275,172,240,275,172,274,158,215,172,117,215,37,158,215,240,117,240,117,71,56,172,117,240,117,37,158,215,37,158,215,198,172,117,37,294,240,117,198,208,187,208,240,117,240,117,240,117,82,37,158,215,240,117,275,37,240,117,240,117,198,240,117,240,117,82,172,117,208,93,208,16,31,215,108,208,215,1,trojan
1282837376a698e38af5cca54bdfbdd0,82,172,117,16,294,94,215,274,158,215,274,158,215,94,208,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,228,117,228,240,117,240,117,82,262,228,275,172,240,275,172,274,158,215,172,117,215,260,141,65,240,117,228,159,228,208,187,228,117,208,187,208,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,1,trojan
2688d03495ba17054a9a65028a0a80f8,82,240,117,240,117,240,117,240,117,172,117,172,117,16,240,117,11,274,158,215,274,158,215,117,270,117,301,117,297,8,199,264,215,260,141,65,31,260,141,202,260,141,65,202,65,260,141,65,80,287,87,14,240,82,14,65,260,141,65,260,141,65,260,141,65,31,261,172,117,260,2,140,81,261,208,240,117,260,40,209,260,40,209,260,141,260,141,260,141,260,141,260,141,260,141,260,141,260,141,260,1,trojan
2109cd66383a81926aef367530a2a9fc,82,240,117,240,117,240,117,240,117,172,117,172,117,16,240,117,11,274,158,215,274,158,215,117,270,117,301,117,297,8,199,264,215,260,141,65,31,260,141,202,260,141,65,202,65,260,141,65,80,287,87,14,240,82,14,65,260,141,65,260,141,65,260,141,65,31,261,172,117,260,2,140,81,261,208,240,117,260,40,209,260,40,209,260,141,260,141,260,141,260,141,260,141,260,141,260,141,260,141,260,1,trojan
96bb462a8e7e5af2d2834677173e454b,240,117,240,117,240,117,228,208,187,208,172,117,172,117,93,208,172,117,16,82,297,24,303,264,303,264,303,264,303,264,303,264,303,264,303,264,303,264,303,264,303,264,303,264,303,264,303,264,303,264,303,264,303,264,303,264,303,264,303,264,294,86,135,171,135,171,80,303,264,303,264,208,303,264,208,144,297,303,264,252,215,144,297,303,264,252,215,144,297,303,264,252,215,144,297,303,264,252,215,144,1,_
2a1e576d411c5d5370e381042f973ea5,286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,240,117,71,297,135,171,215,112,117,56,240,117,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,89,260,65,141,65,260,240,117,202,260,141,65,202,65,172,117,172,117,172,117,260,240,297,215,117,114,215,117,240,262,112,123,65,1,_
b77933644b8a9fd5c22cad19b21dfb30,112,274,158,215,274,158,215,298,76,208,76,172,117,172,117,172,76,117,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,117,60,81,60,81,208,35,215,35,208,240,117,172,60,81,60,81,225,35,60,81,35,225,172,60,81,60,81,60,81,172,117,76,172,117,172,117,35,111,81,140,208,240,117,71,297,135,171,215,35,208,56,71,1,trojan
8220417d83184f62f5734a0c1d140e89,82,240,117,240,117,240,117,240,117,172,117,172,117,16,240,117,11,274,158,215,274,158,215,117,270,117,301,117,297,8,199,264,215,260,141,65,31,260,141,202,260,141,65,202,65,260,141,65,80,287,87,14,65,260,141,65,260,240,82,141,65,260,141,65,31,261,172,117,260,2,140,81,159,224,82,261,208,240,117,260,40,209,260,40,209,260,141,260,141,260,141,260,141,260,141,260,141,260,141,260,1,trojan
a36c063345128d22bf1dd003af2eb36d,82,240,117,240,117,240,117,240,117,172,117,172,117,16,240,117,11,274,158,215,274,158,215,117,270,117,301,117,297,8,199,264,215,260,141,65,31,260,141,202,260,141,65,202,65,260,141,65,80,287,87,240,82,14,65,260,141,65,260,141,65,260,141,65,31,261,172,117,260,208,260,2,140,81,208,261,208,240,117,260,40,209,260,40,209,260,141,260,141,260,141,260,141,260,141,260,141,260,141,260,1,trojan
4c9b84877211d5ba1ae0bd681b01bfec,172,117,240,117,240,117,111,81,140,208,86,82,240,117,240,117,240,117,172,117,172,117,172,117,172,117,112,123,65,215,83,93,235,80,274,158,215,208,187,208,240,117,39,35,171,230,172,117,208,112,208,35,123,65,35,235,35,47,298,108,2,81,2,140,81,109,50,213,100,215,240,117,286,194,257,215,257,215,257,215,257,215,286,106,171,260,240,117,260,65,141,260,65,260,141,65,117,260,65,141,1,trojan
5e16e45f22fd546b4b52e45ca031e5c5,82,240,117,240,117,240,117,240,117,172,117,172,117,16,240,117,11,274,158,215,274,158,215,117,270,117,301,117,297,8,199,264,215,260,141,65,31,260,141,202,260,141,65,202,65,260,141,65,80,287,87,14,65,260,141,65,260,141,65,260,141,65,31,240,82,261,172,117,260,2,140,81,261,208,240,117,260,40,209,260,40,209,260,141,260,141,260,141,260,141,260,141,260,141,260,141,260,141,260,141,1,trojan
bcd1ba1f7c6cab26c02c8bec3e5989de,82,240,117,240,117,240,117,240,117,240,117,16,208,271,119,171,119,171,119,171,119,171,119,171,119,171,119,171,119,171,119,171,119,171,119,171,119,171,119,171,119,171,119,171,119,171,119,171,119,171,119,171,119,171,119,171,119,171,119,171,119,171,119,171,119,171,119,171,119,171,119,171,119,171,119,171,119,171,119,171,119,171,119,171,119,171,119,171,119,171,119,171,119,171,119,171,119,171,119,171,1,trojan
0a4005119dc2d49221b28ed5765fb773,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,228,215,274,158,215,274,158,215,172,117,172,117,172,117,198,208,260,257,25,240,117,99,25,172,117,260,274,158,172,117,240,117,172,117,29,25,260,141,65,172,117,172,117,286,240,286,240,286,35,60,110,60,215,208,35,208,240,117,240,117,240,117,240,117,240,117,15,117,15,240,117,240,117,240,117,172,60,225,1,trojan
cbf532ac41a42fb819f1cdbf2239c1db,82,172,117,16,240,117,240,262,112,123,65,274,158,215,274,158,215,274,158,215,260,72,274,158,215,117,89,117,240,117,89,192,89,133,89,117,208,187,208,240,117,39,35,171,172,117,208,35,208,95,215,228,117,208,228,240,117,71,240,117,208,215,208,86,50,274,228,159,208,228,208,187,228,117,260,141,65,260,141,65,198,172,117,260,294,240,117,82,112,123,65,240,117,275,112,240,117,198,240,117,1,trojan
0e20e8fd3a42d387620d0c194ade6673,286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,89,260,65,141,65,260,71,25,71,275,260,240,117,141,65,260,141,65,86,99,71,215,240,117,240,1,_
54d1c19fa3bd274f1c7376fb341b2848,82,198,86,82,274,37,240,117,260,117,40,117,209,260,40,117,226,117,65,194,260,117,141,117,141,65,257,260,40,226,65,260,141,65,257,260,40,65,260,40,65,257,260,141,65,260,141,65,172,117,260,141,65,262,228,275,172,240,275,172,274,158,215,172,117,215,37,158,215,240,117,82,240,117,297,8,135,171,198,215,178,215,297,8,135,171,198,215,178,215,260,65,260,141,65,257,215,260,141,65,1,trojan
d6fa2fa31148f6c4a2a1d9837dcda3b4,112,274,158,215,274,158,215,298,76,208,76,172,117,172,117,172,76,117,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,117,60,81,60,81,208,35,215,35,208,240,117,172,60,81,60,81,225,35,60,81,35,225,172,60,81,60,81,60,81,172,117,172,117,172,117,271,76,208,187,172,117,172,117,159,208,187,228,208,240,208,187,208,1,trojan
98f2f5b97550d06aac5908c9a20944c1,82,208,187,208,172,117,172,208,16,257,208,257,228,117,228,240,117,228,159,208,228,208,187,228,117,208,187,208,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,208,172,117,100,215,35,215,274,35,65,35,240,117,240,117,198,208,187,1,trojan
268a6e44780afd1605558fbba0b15ee6,82,198,86,82,274,37,240,117,260,117,40,117,209,260,40,117,226,117,65,194,260,117,141,117,141,65,257,260,40,226,65,260,141,65,257,260,40,65,260,40,65,257,260,141,65,260,141,65,172,117,260,141,65,262,228,275,172,240,275,172,274,158,215,172,117,274,158,274,158,215,274,278,274,158,215,278,215,274,215,274,176,215,274,215,274,176,215,274,215,274,158,215,274,215,274,158,215,37,158,215,1,trojan
2900d3018439ab3b9f75423defbe3fac,82,208,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,208,172,117,16,275,172,117,172,117,99,172,117,99,31,172,117,172,117,260,141,82,260,141,65,260,141,65,260,141,65,240,117,65,122,260,271,172,117,144,172,117,144,172,117,144,172,117,144,172,117,144,287,172,117,194,172,117,144,172,117,144,172,117,144,172,117,144,172,117,144,172,117,144,240,117,50,1,pua
e15cd250d10c4a7b9452a459d4890fee,286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,89,260,65,141,65,260,71,25,71,275,260,240,117,141,65,260,141,65,86,99,71,215,240,117,202,1,downloader
a0160cdc30214cc5a0ecb1e144147fd0,82,240,117,240,117,240,117,240,117,172,117,172,117,16,240,117,11,274,158,215,274,158,215,117,270,117,301,117,297,8,199,264,215,260,141,65,31,260,141,202,260,141,65,202,65,260,141,65,80,287,87,14,65,260,141,65,260,141,65,260,141,240,82,141,65,31,261,172,117,260,2,140,81,261,208,240,117,260,40,209,260,40,209,260,141,260,141,260,141,260,141,260,141,260,141,260,141,260,141,260,1,trojan
6c1503c275f9af75429f4f27f06d34cb,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,228,82,208,187,208,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,208,172,117,16,215,86,31,172,293,208,256,240,117,208,291,81,215,274,158,215,274,158,215,208,187,208,274,158,266,215,35,208,240,117,60,81,240,117,240,117,71,297,135,171,215,35,240,117,35,1,pua
524f0af00e536a583e27d64d98d83c8d,208,297,208,264,187,291,81,215,274,158,215,274,158,215,208,187,208,274,158,266,208,187,208,240,117,39,35,171,172,117,208,35,215,35,208,240,117,60,81,240,117,240,117,71,297,135,171,215,240,117,240,117,208,117,35,240,117,35,240,117,35,240,117,208,35,56,240,178,215,117,35,117,35,240,117,199,264,199,264,199,264,199,264,35,225,35,225,215,260,275,260,141,65,260,141,65,198,172,117,260,1,_
9dc0012f702ee0b7358622cb16dc938b,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,228,215,274,158,215,274,158,215,172,117,172,117,172,117,198,208,260,257,25,240,117,99,25,172,117,260,274,158,172,117,240,117,172,117,29,25,260,141,65,172,117,172,117,286,240,286,240,286,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,1,pua
873e7998e45480d537154b1f479f97b8,82,240,117,240,117,240,117,240,117,172,117,172,117,16,240,117,11,274,158,215,274,158,215,117,270,117,301,117,297,8,199,264,215,260,141,65,31,260,141,202,260,141,65,202,65,260,141,65,80,287,87,240,87,82,14,65,260,141,65,260,141,65,260,141,65,31,159,224,82,261,159,224,82,172,117,260,2,140,81,159,224,82,159,224,82,159,224,82,159,224,82,159,224,82,159,224,82,261,208,159,1,downloader
850248432ec5c28f60ad1acdf4edc97f,286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,89,260,65,141,65,260,71,25,71,275,260,240,117,141,65,260,141,65,86,99,71,215,240,117,240,1,downloader
5b51d65972a349f90a86984c26b12b30,286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,261,106,144,297,117,0,benign
bbab715051e59e89257cd5a8f561b5de,82,208,187,208,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,208,16,208,275,159,240,117,228,208,187,228,240,117,240,117,240,117,240,117,228,187,208,187,208,100,243,208,187,243,208,187,243,208,187,243,208,187,243,208,187,243,208,187,243,208,187,243,208,187,243,208,187,243,208,187,243,208,187,243,208,187,243,208,187,243,208,187,243,208,187,243,208,187,243,1,trojan
131e9e0e7ce851fd4be463c32e025c7b,82,240,117,240,117,240,117,240,117,172,117,172,117,16,240,117,11,274,158,215,274,158,215,117,270,117,301,117,297,8,199,264,215,260,141,65,31,260,141,202,260,141,65,202,65,260,141,65,80,287,87,14,65,260,141,240,82,141,65,260,141,65,260,141,65,31,261,172,117,260,2,140,81,159,224,82,159,224,82,159,224,82,261,208,240,117,260,40,209,260,40,209,260,141,260,141,260,141,260,141,1,trojan
4ff9c623b66cbff71ece866bec2c6465,82,240,117,240,117,93,117,172,117,172,117,16,117,198,228,208,240,117,240,117,240,117,71,56,172,117,240,117,260,141,65,260,141,65,198,172,117,260,294,240,117,198,208,187,208,240,117,240,117,240,117,82,112,123,65,240,117,275,112,240,117,240,117,198,240,117,240,117,82,172,117,93,16,31,215,108,215,35,208,240,117,80,240,117,225,35,225,35,240,117,11,117,225,28,117,35,225,230,240,215,1,trojan
becede6a28098478b577ad67ad725e58,82,208,187,208,172,117,172,208,16,208,240,117,240,117,82,112,123,65,112,123,65,260,141,65,215,240,117,240,117,240,117,240,117,240,117,240,117,208,187,208,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,208,172,117,100,215,35,1,downloader
727862e75daf1bb5d0341c273139361f,82,240,117,240,117,172,117,172,117,16,108,110,208,240,117,240,117,240,117,71,56,172,117,240,117,240,117,240,117,240,117,240,117,82,112,123,65,240,117,275,112,240,117,240,117,198,240,117,240,117,82,172,117,208,16,31,215,108,215,35,208,240,117,80,208,240,117,225,35,225,35,240,117,11,117,225,35,117,225,215,28,117,260,275,240,117,230,240,117,31,117,215,260,141,65,215,89,208,215,35,1,trojan
0b1618049d0eccb4a5155fefbf02462c,215,274,158,215,274,158,215,172,117,172,117,172,117,198,208,260,257,25,240,117,99,25,172,117,260,274,158,172,117,240,117,172,117,29,25,260,141,65,172,117,172,117,286,240,286,240,286,35,60,110,60,81,60,81,215,208,35,208,240,117,240,117,240,117,240,117,240,117,15,117,15,240,117,240,117,240,117,172,60,81,60,81,225,35,60,81,35,225,172,60,81,60,81,60,81,172,117,25,172,117,1,trojan
12375399b31b207e87c7393f0dba5446,215,274,158,215,274,158,215,172,117,172,117,172,117,198,208,260,257,25,240,117,99,25,172,117,260,274,158,172,117,240,117,172,117,29,25,260,141,65,172,117,172,117,286,240,286,240,286,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,110,60,215,208,35,208,240,117,240,117,240,117,240,117,240,117,15,117,15,240,117,240,117,240,117,172,60,225,1,trojan
e4a9a1bee4b4970aac834f96ffee32d6,82,240,117,240,117,240,117,240,117,172,117,172,117,16,240,117,11,274,158,215,274,158,215,117,270,117,301,117,297,8,199,264,215,260,141,65,31,260,141,202,260,141,65,202,65,260,141,65,80,287,87,240,82,14,65,260,141,65,260,141,65,260,141,65,31,159,224,82,159,224,82,159,224,82,261,159,224,172,117,82,117,260,2,140,81,159,224,82,261,208,159,224,82,240,117,260,40,209,260,40,1,trojan
f882d701db42988bc7a744e23697dfcf,82,240,117,240,117,240,117,240,117,240,117,172,117,172,117,16,208,187,208,240,117,39,35,171,172,117,208,35,215,274,158,215,274,158,215,35,208,240,117,228,208,240,117,240,117,240,117,71,56,172,117,240,117,260,141,65,260,141,65,198,172,117,260,294,240,117,198,208,187,208,240,117,240,117,240,117,82,112,123,65,240,117,275,112,240,117,240,117,198,240,117,240,117,82,172,117,16,31,215,108,1,trojan
9fc830681d8a6dbfcdc4ea86447e7a12,262,82,266,262,82,266,262,82,266,262,82,266,262,82,266,262,82,266,262,82,266,262,82,266,262,82,266,262,82,266,262,82,266,262,82,266,262,82,266,262,82,266,262,82,266,262,82,266,262,82,266,262,82,266,262,82,266,262,82,266,262,82,266,262,82,266,262,82,266,262,82,266,262,82,266,262,82,266,262,82,266,262,82,266,262,82,266,262,82,266,262,82,266,262,82,266,262,82,266,262,1,trojan
eab510e11134f46561322a4d9aced505,286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,89,260,65,141,65,260,71,25,71,275,260,240,117,141,65,260,141,65,86,99,71,215,240,117,202,1,trojan
a8a7609ebfd5a03401d4970445590add,215,274,158,215,274,158,215,172,117,172,117,172,117,198,208,260,257,25,240,117,99,25,172,117,260,274,158,172,117,240,117,172,117,29,25,260,141,65,172,117,172,117,286,240,286,240,286,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,110,60,215,208,35,208,240,117,240,117,240,117,240,117,240,117,15,117,15,240,117,240,117,240,117,172,60,225,1,trojan
d158325fc2eab8ddd634bd23e41ee1c3,208,286,76,110,240,117,208,187,208,198,208,228,172,117,172,117,35,47,240,117,60,172,117,35,60,215,274,158,194,158,194,158,194,158,194,35,112,13,208,228,208,228,208,112,286,240,286,117,291,111,81,286,240,286,117,240,286,240,286,117,228,286,240,286,117,291,111,81,240,291,111,81,291,111,81,291,111,81,291,111,81,291,111,81,291,111,81,291,111,81,291,111,81,291,111,81,291,111,81,291,1,trojan
29b86966e4bb2820090e69c5f0e112c7,82,208,187,208,172,117,172,208,16,208,240,117,240,117,82,112,123,65,208,112,123,65,260,141,65,215,240,117,240,117,208,240,117,240,117,240,117,240,117,208,187,208,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,208,172,117,100,1,downloader
8c77976c84e5301c48ed641333a7e976,215,274,158,215,274,158,215,172,117,172,117,172,117,198,208,260,257,25,240,117,99,25,172,117,260,274,158,172,117,240,117,172,117,29,25,260,141,65,172,117,172,117,286,240,286,240,286,35,60,110,60,81,60,81,215,208,35,208,240,117,240,117,240,117,240,117,240,117,15,117,15,240,117,240,117,240,117,172,60,81,60,81,225,35,60,81,35,225,172,60,81,60,81,60,81,172,117,25,172,117,1,trojan
291b4ae21d41c37687ffa978db3aaa72,82,240,117,240,117,240,117,240,117,93,240,117,172,117,16,108,228,208,240,117,86,82,37,262,228,275,172,240,275,172,274,158,215,172,117,215,37,158,215,240,117,240,117,71,56,172,117,240,117,37,158,215,37,158,215,198,172,117,37,294,240,117,240,117,240,117,240,117,82,37,158,215,240,117,275,37,240,117,240,117,198,240,117,240,117,82,172,117,93,208,16,31,215,108,208,215,35,208,240,117,1,trojan
b722358fc0786511d388863ea037d79d,82,240,117,240,117,240,117,240,117,172,117,172,117,16,240,117,11,274,158,215,274,158,215,117,270,117,301,117,297,8,199,264,215,260,141,65,31,260,141,202,260,141,65,202,65,260,141,65,80,287,87,14,65,260,141,65,260,141,65,260,141,65,31,240,82,261,172,117,260,2,140,81,261,208,240,117,260,40,209,260,40,209,260,141,260,141,260,141,260,141,260,141,260,141,159,260,224,82,141,260,1,trojan
c19f034073aefc42864f04df4acbbc82,35,240,117,215,274,158,215,274,158,215,240,117,71,297,135,171,215,35,208,240,117,35,240,117,35,117,260,141,65,225,215,260,275,240,117,31,117,215,260,141,65,215,35,156,215,156,215,208,260,141,65,260,172,60,240,248,208,248,208,248,117,99,117,99,297,257,215,199,117,99,264,199,264,199,264,199,264,199,264,199,264,208,199,264,208,264,199,264,208,199,264,187,117,99,199,264,199,264,199,264,1,pua
