hash,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79,t_80,t_81,t_82,t_83,t_84,t_85,t_86,t_87,t_88,t_89,t_90,t_91,t_92,t_93,t_94,t_95,t_96,t_97,t_98,t_99,malware,type
1084517972e7031f8f3ed4612dad572a91b81a3bfb5a4c5eb0703dc588a0b382,NtOpenSection,GetForegroundWindow,RegEnumKeyW,GetFileVersionInfoSizeW,GetFileAttributesW,GetVolumePathNamesForVolumeNameW,RegOpenKeyExW,SetErrorMode,ShellExecuteExW,GetFileInformationByHandle,RegOpenKeyExA,GetCursorPos,GetUserNameW,RegEnumValueW,FindResourceExW,NtCreateFile,GetSystemTimeAsFileTime,GlobalMemoryStatusEx,CoInitializeEx,LoadResource,NtQueryInformationFile,RegCreateKeyExW,DeviceIoControl,NtOpenMutant,RegQueryValueExA,RemoveDirectoryW,EnumWindows,NtQueryValueKey,RegQueryValueExW,CreateActCtxW,NtDeviceIoControlFile,NtReadFile,NtWriteFile,LdrGetDllHandle,NtQuerySystemInformation,GetSystemDirectoryW,LoadStringW,GetVolumeNameForVolumeMountPointW,SHGetFolderPathW,RegDeleteValueW,SearchPathW,LdrGetProcedureAddress,GetDiskFreeSpaceExW,SetEndOfFile,LdrLoadDll,UuidCreate,CoUninitialize,RegCloseKey,NtDuplicateObject,MoveFileWithProgressW,NtTerminateProcess,SendNotifyMessageW,GetSystemMetrics,NtCreateThreadEx,GetFileSize,NtAllocateVirtualMemory,CreateDirectoryW,DeleteFileW,GetComputerNameW,NtResumeThread,GetFileSizeEx,CoCreateInstance,FindFirstFileExW,GetFileInformationByHandleEx,NtCreateSection,RegSetValueExW,CreateProcessInternalW,GetNativeSystemInfo,DrawTextExW,GetSystemInfo,NetShareEnum,FindWindowW,GetSystemWindowsDirectoryW,NtClose,RegDeleteKeyW,NtOpenProcess,NtMapViewOfSection,SizeofResource,SetFileTime,NtFreeVirtualMemory,GetKeyState,LdrUnloadDll,OleInitialize,NtOpenFile,RegQueryInfoKeyW,SetFilePointer,NtUnmapViewOfSection,NtQueryDirectoryFile,NtQueryAttributesFile,NtCreateMutant,NtOpenKey,OpenSCManagerW,FindResourceW,GetFileVersionInfoW,LookupPrivilegeValueW,IWbemServices_ExecQuery,FindWindowExW,CoGetClassObject,CoCreateInstanceEx,SetUnhandledExceptionFilter,0,benign
fb891105b5267c7096bab4414c49eb06575080844740048ab6cc09a11ab5fe05,NtTerminateProcess,NtClose,CryptHashData,CryptCreateHash,NtMapViewOfSection,SetErrorMode,NtReadFile,NtWriteFile,LdrGetDllHandle,NtAllocateVirtualMemory,CryptAcquireContextA,SetFilePointer,NtUnmapViewOfSection,SetUnhandledExceptionFilter,NtCreateFile,GetSystemTimeAsFileTime,NtCreateSection,GetTimeZoneInformation,NtOpenKey,LdrGetProcedureAddress,GetFileType,NtQueryValueKey,NtDuplicateObject,NtOpenSection,CoUninitialize,RegCloseKey,LdrUnloadDll,DrawTextExW,FindResourceExW,NtSetInformationFile,RegQueryValueExA,GetSystemWindowsDirectoryW,RegCreateKeyExA,RegOpenKeyExW,NtOpenProcess,GetForegroundWindow,RemoveDirectoryA,RegQueryValueExW,GetVolumePathNamesForVolumeNameW,GetSystemMetrics,CreateActCtxW,GetFileSize,RegEnumKeyW,SetFileTime,RegOpenKeyExA,NtFreeVirtualMemory,GetKeyState,FindWindowExA,NtQuerySystemInformation,FindResourceExA,OleInitialize,NtOpenFile,GetFileSizeEx,CreateThread,GetSystemDirectoryW,CoCreateInstance,NtQueryDirectoryFile,CreateDirectoryW,GetTempPathW,GetVolumeNameForVolumeMountPointW,GetSystemDirectoryA,GlobalMemoryStatusEx,NtQueryAttributesFile,FindFirstFileExW,NtProtectVirtualMemory,CoInitializeEx,GetFileInformationByHandleEx,SearchPathW,GetFileVersionInfoSizeW,NtOpenMutant,LoadResource,SetFilePointerEx,RegSetValueExA,GetFileVersionInfoW,NtOpenKeyEx,LdrLoadDll,NtQueryInformationFile,CreateProcessInternalW,RegCreateKeyExW,NtQueryKey,GetShortPathNameW,GetSystemInfo,NtCreateKey,CryptExportKey,NtResumeThread,GetFileAttributesW,GetFileVersionInfoSizeExW,GetFileVersionInfoExW,RtlAddVectoredContinueHandler,RtlAddVectoredExceptionHandler,NtDelayExecution,GetFileInformationByHandle,DeleteFileW,LookupAccountSidW,GetNativeSystemInfo,GetCursorPos,NtEnumerateKey,NtSetValueKey,SHGetFolderPathW,RegQueryInfoKeyW,0,benign
dc834803dd383961fe6e3208e7719d9bff3ed142e4b6198d9ac41af2158cee42,LdrUnloadDll,GetSystemInfo,IsDebuggerPresent,GetSystemWindowsDirectoryW,NtQueryValueKey,RemoveDirectoryA,NtFreeVirtualMemory,GetSystemMetrics,NtMapViewOfSection,GetFileSize,SetErrorMode,NtReadFile,CreateDirectoryW,NtWriteFile,LdrGetDllHandle,NtSetInformationFile,NtAllocateVirtualMemory,NtOpenFile,LoadStringA,SetFilePointer,NtUnmapViewOfSection,NtCreateFile,NtQueryAttributesFile,FindFirstFileExW,NtProtectVirtualMemory,NtCreateSection,SearchPathW,NtOpenKey,LdrGetProcedureAddress,SetEndOfFile,LdrLoadDll,NtTerminateProcess,NtQueryInformationFile,CreateProcessInternalW,NtClose,NtDuplicateObject,NtOpenSection,CoUninitialize,RegCloseKey,DrawTextExW,GetAsyncKeyState,RegQueryValueExA,EnumWindows,FindWindowW,GetFileVersionInfoSizeW,RegQueryValueExW,DrawTextExA,GetVolumePathNamesForVolumeNameW,RegEnumKeyW,SizeofResource,CreateActCtxW,GetFileSizeEx,RegOpenKeyExW,RegOpenKeyExA,GetKeyState,GetCursorPos,NtQuerySystemInformation,CoCreateInstance,GetSystemDirectoryW,NtQueryDirectoryFile,FindResourceExW,GetVolumeNameForVolumeMountPointW,GetSystemTimeAsFileTime,GlobalMemoryStatusEx,CoInitializeEx,GetFileInformationByHandleEx,NtOpenMutant,LoadResource,SetWindowsHookExW,GetFileVersionInfoW,NtOpenKeyEx,FindResourceA,GetUserNameExW,DeviceIoControl,NtQueryKey,NtSetValueKey,NtCreateKey,GetFileAttributesExW,LookupPrivilegeValueW,SendNotifyMessageW,NtOpenProcess,GetForegroundWindow,GetFileAttributesW,NtReadVirtualMemory,GetUserNameW,NtDelayExecution,LookupAccountSidW,GetComputerNameW,CreateThread,RegCreateKeyExW,SHGetFolderPathW,NetShareEnum,LoadStringW,FindResourceW,NtDeleteKey,NtCreateMutant,SetFilePointerEx,GetVolumePathNameW,GetDiskFreeSpaceExW,NtEnumerateKey,0,benign
15832aa4a4487050846536e8973e2b7cb025684234add10608f2e56f4c92ec7b,NtOpenSection,GetForegroundWindow,SetFileTime,GetUserNameExA,GetVolumePathNamesForVolumeNameW,RegOpenKeyExW,SetErrorMode,ShellExecuteExW,GetFileInformationByHandle,RegOpenKeyExA,FindResourceExA,NtReadFile,GetFileInformationByHandleEx,GetUserNameA,GetTempPathW,NtCreateFile,GetSystemTimeAsFileTime,GlobalMemoryStatusEx,CoInitializeEx,LoadResource,NtQueryInformationFile,RegCreateKeyExW,DeviceIoControl,RegQueryValueExA,CopyFileA,NtQueryValueKey,RegCreateKeyExA,RegQueryValueExW,CreateActCtxW,NtDeviceIoControlFile,SetFilePointerEx,NtWriteFile,LdrGetDllHandle,GetSystemDirectoryW,LoadStringW,GetVolumeNameForVolumeMountPointW,GetSystemDirectoryA,NtProtectVirtualMemory,SHGetFolderPathW,RegSetValueExW,LdrGetProcedureAddress,RegSetValueExA,GetDiskFreeSpaceExW,LdrLoadDll,CoUninitialize,RegCloseKey,LookupAccountSidW,LdrUnloadDll,NtSetInformationFile,SendNotifyMessageW,GetSystemMetrics,GetFileSize,DrawTextExW,NtAllocateVirtualMemory,CreateDirectoryW,GetComputerNameW,GetFileSizeEx,CoCreateInstance,RegEnumKeyExW,FindFirstFileExW,RegEnumValueW,NtCreateSection,NtOpenMutant,GetFileType,CreateProcessInternalW,NtDuplicateObject,NtQueryFullAttributesFile,GetShortPathNameW,GetSystemInfo,NetShareEnum,GetSystemWindowsDirectoryW,NtClose,NtOpenProcess,NtFreeVirtualMemory,RegEnumKeyW,NtMapViewOfSection,OleInitialize,NtOpenFile,RegQueryInfoKeyW,SetFilePointer,NtUnmapViewOfSection,NtQueryDirectoryFile,NtQueryAttributesFile,NtCreateMutant,NtOpenKey,FindResourceExW,SHGetSpecialFolderLocation,NtOpenKeyEx,GetUserNameExW,NtQueryKey,NtCreateKey,NtEnumerateValueKey,FindWindowW,GetVolumePathNameW,GetFileAttributesW,NtReadVirtualMemory,SizeofResource,CoGetClassObject,GetUserNameW,NtDelayExecution,0,benign
8e964da6a4ee2f15e02225d4d3b982df31c96e1f80fc702439e5236193621d2c,NtOpenSection,WSARecv,GetFileVersionInfoSizeW,GetAdaptersAddresses,GetFileAttributesW,RegOpenKeyExW,NtDelayExecution,SetErrorMode,RegOpenKeyExA,RtlAddVectoredExceptionHandler,NtCreateFile,GetSystemTimeAsFileTime,GlobalMemoryStatusEx,LoadResource,NtQueryInformationFile,RegCreateKeyExW,DeviceIoControl,NtQueryKey,NtEnumerateValueKey,NtQueryValueKey,getsockname,RegQueryValueExW,CreateActCtxW,WSASend,NtDeviceIoControlFile,NtReadFile,NtWriteFile,LdrGetDllHandle,NtQuerySystemInformation,NtSetValueKey,CreateThread,GetSystemDirectoryW,SetUnhandledExceptionFilter,NtProtectVirtualMemory,setsockopt,LoadStringW,LdrGetProcedureAddress,NtOpenThread,NtEnumerateKey,NtOpenDirectoryObject,SetEndOfFile,LdrLoadDll,UuidCreate,CoUninitialize,RegCloseKey,GetBestInterfaceEx,NtDuplicateObject,NtSetInformationFile,NtCreateKey,WSAStartup,NtTerminateProcess,CryptCreateHash,GetSystemMetrics,NtCreateThreadEx,GetFileSize,NtAllocateVirtualMemory,SHGetFolderPathW,NtResumeThread,CryptAcquireContextA,CoInitializeEx,RegEnumKeyExW,CryptDecodeObjectEx,closesocket,RegEnumValueW,NtCreateSection,NtOpenMutant,IsDebuggerPresent,CreateProcessInternalW,WSASocketW,LdrUnloadDll,GetShortPathNameW,GetSystemInfo,CryptExportKey,GetSystemWindowsDirectoryW,NtClose,NtOpenProcess,CryptHashData,NtMapViewOfSection,RtlAddVectoredContinueHandler,NtFreeVirtualMemory,CertOpenStore,NtOpenFile,RegQueryInfoKeyW,SetFilePointer,NtUnmapViewOfSection,NtQueryDirectoryFile,NtQueryAttributesFile,NtCreateMutant,GetAddrInfoW,GetFileAttributesExW,bind,NtOpenKey,CertControlStore,GetFileVersionInfoW,NtOpenKeyEx,GetForegroundWindow,NtReadVirtualMemory,GetCursorPos,FindResourceExW,SetFileAttributesW,0,benign
e8c578739de1933438b1baf5cc093d88a6709fddfd781df82b58d4151a4bbd6b,GetUserNameExW,NtOpenSection,GetForegroundWindow,RegEnumKeyW,GetVolumePathNamesForVolumeNameW,FindFirstFileExW,RegOpenKeyExW,SearchPathW,SetErrorMode,GetFileInformationByHandle,RegOpenKeyExA,GetCursorPos,FindResourceExA,FindWindowExA,FindResourceExW,NtCreateFile,GetSystemTimeAsFileTime,GlobalMemoryStatusEx,InternetSetOptionA,CoInitializeEx,LoadResource,CoInitializeSecurity,NtTerminateProcess,GetKeyState,NtQueryInformationFile,RegCreateKeyExW,DeviceIoControl,RegQueryValueExA,IsDebuggerPresent,LookupPrivilegeValueW,NtQueryValueKey,RegCreateKeyExA,RegQueryValueExW,GetFileVersionInfoExW,CreateActCtxW,NtDeviceIoControlFile,NtReadFile,NtWriteFile,LdrGetDllHandle,NtQuerySystemInformation,LoadStringA,CreateThread,GetSystemDirectoryW,LoadStringW,GetVolumeNameForVolumeMountPointW,NtProtectVirtualMemory,setsockopt,RegDeleteValueW,socket,RegSetValueExW,LdrGetProcedureAddress,RegSetValueExA,LdrLoadDll,UuidCreate,CoUninitialize,RegCloseKey,LookupAccountSidW,GetBestInterfaceEx,NtDuplicateObject,NtSetInformationFile,WSAStartup,InternetGetConnectedState,SendNotifyMessageW,GetSystemMetrics,GetFileSize,NtAllocateVirtualMemory,CreateDirectoryW,GetComputerNameW,SHGetFolderPathW,CoCreateInstance,RegEnumKeyExW,NetShareEnum,CryptAcquireContextW,RegEnumKeyExA,closesocket,RegEnumValueW,NtCreateSection,NtOpenMutant,SetWindowsHookExW,RegEnumValueA,LdrUnloadDll,NtQueryFullAttributesFile,DrawTextExW,GetSystemInfo,GetFileInformationByHandleEx,FindWindowW,GetSystemWindowsDirectoryW,NtClose,NtOpenProcess,NtMapViewOfSection,GetFileVersionInfoSizeExW,GetFileSizeEx,SetFileTime,NtFreeVirtualMemory,CoGetClassObject,OleInitialize,NtOpenFile,RegQueryInfoKeyW,SetFilePointer,NtUnmapViewOfSection,0,benign
13b0524d9e2a91e88cbca21871d0362bc23494f0aeb09786f9581abff7ee274f,RegCreateKeyExW,LdrUnloadDll,RegCloseKey,NtDuplicateObject,GetShortPathNameW,GetSystemInfo,NtResumeThread,GetSystemWindowsDirectoryW,NtClose,GetFileVersionInfoSizeW,NtOpenProcess,GetFileAttributesW,RegQueryValueExW,NtMapViewOfSection,GetSystemMetrics,RtlAddVectoredContinueHandler,CoInitializeEx,CreateActCtxW,GetFileSize,RegOpenKeyExW,SetErrorMode,NtAllocateVirtualMemory,GetFileInformationByHandle,RegOpenKeyExA,LdrGetDllHandle,NtFreeVirtualMemory,NtQuerySystemInformation,NtReadFile,SHGetFolderPathW,CreateThread,NtUnmapViewOfSection,RegQueryInfoKeyW,SetFilePointer,GetSystemDirectoryW,NtQueryDirectoryFile,RegEnumKeyExW,SetUnhandledExceptionFilter,NtCreateFile,GetSystemTimeAsFileTime,NtCreateSection,NtQueryAttributesFile,FindFirstFileExW,NtCreateMutant,NtProtectVirtualMemory,GetFileAttributesExW,RegEnumValueW,GlobalMemoryStatus,LoadStringW,NtOpenKey,NtOpenMutant,LdrGetProcedureAddress,GetFileVersionInfoW,IsDebuggerPresent,NtOpenDirectoryObject,GetFileType,NtOpenKeyEx,LdrLoadDll,NtTerminateProcess,CreateProcessInternalW,NtQueryValueKey,NtOpenSection,GetForegroundWindow,WSARecv,GetAdaptersAddresses,RegEnumKeyExA,NtDelayExecution,GetCursorPos,FindResourceExW,GlobalMemoryStatusEx,LoadResource,SetFileAttributesW,NtQueryInformationFile,RegQueryValueExA,EnumWindows,OpenServiceW,getsockname,WSASend,NtDeviceIoControlFile,NtWriteFile,NtSetValueKey,DecryptMessage,setsockopt,NtOpenThread,UuidCreate,EncryptMessage,CreateToolhelp32Snapshot,CoUninitialize,GetBestInterfaceEx,NtSetInformationFile,WSAStartup,CryptCreateHash,NtCreateThreadEx,DrawTextExW,ReadProcessMemory,CreateDirectoryW,DeleteFileW,GetNativeSystemInfo,GetComputerNameW,CryptAcquireContextA,CoCreateInstance,0,benign
82a6d8adc46383f76084870f4c0f46f59defa18b2a6266347f2a5de4d81ed93a,GetUserNameExW,NtOpenSection,GetForegroundWindow,NtSetValueKey,CreateJobObjectW,GetUserNameExA,GetAdaptersAddresses,GetFileAttributesW,SetInformationJobObject,RegOpenKeyExW,NtDelayExecution,SetErrorMode,RegOpenKeyExA,FindResourceExW,NtCreateFile,GetSystemTimeAsFileTime,GlobalMemoryStatusEx,InternetSetOptionA,CoInitializeEx,LoadResource,CoInitializeSecurity,SetFileAttributesW,NtQueryInformationFile,RegCreateKeyExW,DeviceIoControl,NtQueryKey,RegQueryValueExA,OpenServiceW,IsDebuggerPresent,NtQueryValueKey,NetGetJoinInformation,RegQueryValueExW,CreateActCtxW,NtDeviceIoControlFile,NtReadFile,NtWriteFile,LdrGetDllHandle,NtQuerySystemInformation,NtEnumerateValueKey,CreateThread,GetSystemDirectoryW,SetUnhandledExceptionFilter,NtProtectVirtualMemory,setsockopt,RegDeleteValueW,socket,RegSetValueExW,LoadStringW,LdrGetProcedureAddress,NtEnumerateKey,NtOpenDirectoryObject,LdrLoadDll,UuidCreate,CoUninitialize,RegCloseKey,GetBestInterfaceEx,GetNativeSystemInfo,WSAStartup,CryptCreateHash,GetSystemMetrics,GetFileSize,NtDuplicateObject,NtAllocateVirtualMemory,CreateDirectoryW,DeleteFileW,SHGetFolderPathW,NtResumeThread,GetFileSizeEx,CoCreateInstance,RegEnumKeyExW,CryptAcquireContextW,FindFirstFileExW,closesocket,CryptUnprotectData,RegEnumValueW,SetFileInformationByHandle,NtCreateSection,NtOpenMutant,SetWindowsHookExW,GetFileType,CreateProcessInternalW,LdrUnloadDll,RegCreateKeyExA,DrawTextExW,GetSystemInfo,FindResourceW,GetSystemWindowsDirectoryW,NtClose,NtOpenProcess,CryptHashData,NtMapViewOfSection,SizeofResource,NtFreeVirtualMemory,GetKeyState,OleInitialize,NtOpenFile,RegQueryInfoKeyW,SetFilePointer,NtUnmapViewOfSection,__exception__,0,benign
d61c9e5a2b8b1bd439cf95980592a248697ee48e935ba5fa9f526b988980f6b6,NtOpenSection,GetForegroundWindow,RegEnumKeyW,GetFileVersionInfoSizeW,GetFileAttributesW,GetVolumePathNamesForVolumeNameW,RegOpenKeyExW,SetErrorMode,GetFileInformationByHandle,RegOpenKeyExA,GetCursorPos,GetUserNameW,RegEnumValueW,FindResourceExW,NtCreateFile,GetSystemTimeAsFileTime,CoInitializeEx,LoadResource,NtQueryInformationFile,RegCreateKeyExW,DeviceIoControl,NtOpenMutant,RemoveDirectoryW,EnumWindows,NtQueryValueKey,RegQueryValueExW,CreateActCtxW,NtDeviceIoControlFile,NtReadFile,NtWriteFile,LdrGetDllHandle,NtQuerySystemInformation,NtEnumerateValueKey,GetSystemDirectoryW,LoadStringW,GetVolumeNameForVolumeMountPointW,SHGetFolderPathW,RegDeleteValueW,SearchPathW,LdrGetProcedureAddress,GetDiskFreeSpaceExW,SetEndOfFile,LdrLoadDll,UuidCreate,CoUninitialize,RegCloseKey,LdrUnloadDll,NtSetInformationFile,MoveFileWithProgressW,NtTerminateProcess,SendNotifyMessageW,GetSystemMetrics,NtCreateThreadEx,GetFileSize,NtDuplicateObject,NtAllocateVirtualMemory,CreateDirectoryW,DeleteFileW,GetComputerNameW,NtResumeThread,GetFileSizeEx,CoCreateInstance,FindFirstFileExW,GetFileInformationByHandleEx,NtCreateSection,RegSetValueExW,CreateProcessInternalW,GetNativeSystemInfo,DrawTextExW,GetSystemInfo,NetShareEnum,FindWindowW,GetSystemWindowsDirectoryW,NtClose,RegDeleteKeyW,NtOpenProcess,NtMapViewOfSection,SizeofResource,SetFileTime,NtFreeVirtualMemory,GetKeyState,OleInitialize,NtOpenFile,RegQueryInfoKeyW,SetFilePointer,NtUnmapViewOfSection,NtQueryDirectoryFile,NtQueryAttributesFile,NtCreateMutant,NtOpenKey,OpenSCManagerW,FindResourceW,GetFileVersionInfoW,NtQueryKey,IsDebuggerPresent,NtDelayExecution,SetFilePointerEx,ReadProcessMemory,CoGetClassObject,CreateThread,0,benign
d393b6f11bc5a64c9a4d06b833f3e1a111c6e589571e8cd74f40ae08acc771e1,NtOpenSection,GetForegroundWindow,SetFileTime,GetFileVersionInfoSizeW,GetFileAttributesW,GetVolumePathNamesForVolumeNameW,RegOpenKeyExW,SetErrorMode,GetFileInformationByHandle,RegOpenKeyExA,GetCursorPos,RegEnumValueW,GetUserNameA,FindResourceExW,NtCreateFile,GetSystemTimeAsFileTime,CoInitializeEx,LoadResource,NtQueryInformationFile,RegCreateKeyExW,DeviceIoControl,NtOpenMutant,RegQueryValueExA,EnumWindows,NtQueryValueKey,RegCreateKeyExA,RemoveDirectoryA,RegQueryValueExW,CreateActCtxW,NtDeviceIoControlFile,NtReadFile,NtWriteFile,LdrGetDllHandle,NtQuerySystemInformation,NtEnumerateValueKey,LoadStringA,GetSystemDirectoryW,LoadStringW,GetVolumeNameForVolumeMountPointW,GetSystemDirectoryA,SHGetFolderPathW,RegDeleteValueW,SearchPathW,LdrGetProcedureAddress,RegSetValueExA,GetDiskFreeSpaceExW,SetEndOfFile,LdrLoadDll,UuidCreate,SendNotifyMessageA,CoUninitialize,RegCloseKey,NtDuplicateObject,NtSetInformationFile,NtTerminateProcess,SendNotifyMessageW,GetSystemMetrics,NtCreateThreadEx,GetFileSize,NtAllocateVirtualMemory,CreateDirectoryW,DeleteFileW,GetComputerNameW,NtResumeThread,GetFileSizeEx,CoCreateInstance,GetComputerNameA,FindFirstFileExW,GetFileInformationByHandleEx,NtCreateSection,RegSetValueExW,CreateProcessInternalW,RegDeleteKeyA,GetNativeSystemInfo,GetSystemWindowsDirectoryA,DrawTextExW,GetSystemInfo,NetShareEnum,FindWindowW,GetSystemWindowsDirectoryW,NtClose,RegDeleteKeyW,NtOpenProcess,DrawTextExA,NtMapViewOfSection,SizeofResource,RegEnumKeyW,NtFreeVirtualMemory,GetKeyState,LdrUnloadDll,NtOpenFile,RegQueryInfoKeyW,SetFilePointer,NtUnmapViewOfSection,NtQueryDirectoryFile,NtQueryAttributesFile,NtCreateMutant,NtOpenKey,OpenSCManagerW,FindResourceW,0,benign
c3368c504432f4272b41faa7c94cf84255485bab48330ff02ebd376a172a0435,GetUserNameExW,NtOpenSection,GetForegroundWindow,NtSetValueKey,CreateJobObjectW,GetUserNameExA,GetAdaptersAddresses,GetFileAttributesW,SetInformationJobObject,RegOpenKeyExW,NtDelayExecution,SetErrorMode,RegOpenKeyExA,FindResourceExW,NtCreateFile,GetSystemTimeAsFileTime,GlobalMemoryStatusEx,InternetSetOptionA,CoInitializeEx,LoadResource,CoInitializeSecurity,SetFileAttributesW,NtQueryInformationFile,RegCreateKeyExW,DeviceIoControl,NtQueryKey,RegQueryValueExA,OpenServiceW,IsDebuggerPresent,NtQueryValueKey,NetGetJoinInformation,RegQueryValueExW,CreateActCtxW,NtDeviceIoControlFile,NtReadFile,NtWriteFile,LdrGetDllHandle,NtQuerySystemInformation,NtEnumerateValueKey,CreateThread,GetSystemDirectoryW,SetUnhandledExceptionFilter,NtProtectVirtualMemory,setsockopt,RegDeleteValueW,socket,RegSetValueExW,LoadStringW,LdrGetProcedureAddress,NtEnumerateKey,NtOpenDirectoryObject,LdrLoadDll,UuidCreate,CoUninitialize,RegCloseKey,GetBestInterfaceEx,GetNativeSystemInfo,WSAStartup,CryptCreateHash,GetSystemMetrics,NtCreateThreadEx,GetFileSize,NtDuplicateObject,NtAllocateVirtualMemory,CreateDirectoryW,SHGetFolderPathW,NtResumeThread,GetFileSizeEx,CoCreateInstance,RegEnumKeyExW,CryptAcquireContextW,FindFirstFileExW,closesocket,CryptUnprotectData,RegEnumValueW,SetFileInformationByHandle,NtCreateSection,NtOpenMutant,SetWindowsHookExW,GetFileType,CreateProcessInternalW,LdrUnloadDll,RegCreateKeyExA,DrawTextExW,GetSystemInfo,FindResourceW,GetSystemWindowsDirectoryW,NtClose,NtOpenProcess,CryptHashData,NtMapViewOfSection,SizeofResource,NtFreeVirtualMemory,GetKeyState,OleInitialize,NtOpenFile,RegQueryInfoKeyW,SetFilePointer,NtUnmapViewOfSection,__exception__,0,benign
50425f0ff90d88ce0487c70bb54966d3d4dfacba1c471a0b01d6ebce437ca55a,NtOpenSection,GetFileVersionInfoSizeW,GetFileAttributesW,GetVolumePathNamesForVolumeNameW,RegOpenKeyExW,SetErrorMode,RegOpenKeyExA,GetCursorPos,FindResourceExA,SetFilePointerEx,GetFileInformationByHandleEx,GetTempPathW,NtCreateFile,GetSystemTimeAsFileTime,GlobalMemoryStatusEx,RegisterHotKey,LoadResource,SetFileAttributesW,NtQueryInformationFile,RegSetValueExW,RegCreateKeyExW,DeviceIoControl,NtOpenMutant,RegQueryValueExA,EnumWindows,OpenServiceW,IsDebuggerPresent,NtQueryValueKey,RegCreateKeyExA,RegQueryValueExW,CreateActCtxW,NtReadFile,NtWriteFile,LdrGetDllHandle,NtQuerySystemInformation,NtEnumerateValueKey,LoadStringA,CreateThread,GetSystemDirectoryW,LoadStringW,GetVolumeNameForVolumeMountPointW,GetSystemDirectoryA,NtProtectVirtualMemory,CoInitializeEx,SetUnhandledExceptionFilter,LdrGetProcedureAddress,NtOpenThread,RegSetValueExA,RegDeleteValueA,LdrLoadDll,UuidCreate,CreateToolhelp32Snapshot,CoUninitialize,RegCloseKey,NtDuplicateObject,GetSystemMetrics,NtCreateThreadEx,GetFileSize,NtAllocateVirtualMemory,CreateDirectoryW,DeleteFileW,NtResumeThread,GetFileSizeEx,CoCreateInstance,RegEnumKeyExW,FindResourceW,FindFirstFileExW,RegEnumValueW,NtCreateSection,GetTimeZoneInformation,SearchPathW,GetFileType,LdrUnloadDll,GetSystemWindowsDirectoryA,DrawTextExW,GetSystemInfo,FindWindowW,GetSystemWindowsDirectoryW,NtClose,RegDeleteKeyW,NtOpenProcess,DrawTextExA,NtMapViewOfSection,Module32FirstW,SizeofResource,RegEnumKeyW,NtFreeVirtualMemory,GetKeyState,OleInitialize,NtOpenFile,RegQueryInfoKeyW,SetFilePointer,NtUnmapViewOfSection,NtQueryDirectoryFile,Module32NextW,NtQueryAttributesFile,RegQueryInfoKeyA,NtCreateMutant,NtOpenKey,OpenSCManagerW,0,benign
d1b59736645dde0ff52c26c9d27ce704ae1c8e40928193f6cb8495762e94c3d0,RegCreateKeyExW,LdrUnloadDll,DeviceIoControl,RegCloseKey,LookupAccountSidW,NtDuplicateObject,GetSystemInfo,NtResumeThread,GetSystemWindowsDirectoryW,NtClose,GetFileVersionInfoSizeW,NtOpenProcess,GetFileAttributesW,RegQueryValueExW,NtMapViewOfSection,RtlAddVectoredContinueHandler,NtQueryKey,RtlAddVectoredExceptionHandler,CreateActCtxW,GetFileSize,RegOpenKeyExW,NtDelayExecution,SetErrorMode,NtAllocateVirtualMemory,LdrGetDllHandle,NtSetInformationFile,NtFreeVirtualMemory,NtQuerySystemInformation,NtReadFile,NtOpenFile,GetFileAttributesExW,CreateThread,GetSystemDirectoryW,RegQueryInfoKeyW,CoCreateInstance,NtUnmapViewOfSection,RegEnumKeyExW,SHGetFolderPathW,NtQueryDirectoryFile,SetUnhandledExceptionFilter,NtCreateFile,GetSystemTimeAsFileTime,GlobalMemoryStatusEx,NtQueryAttributesFile,NtCreateMutant,NtProtectVirtualMemory,CoInitializeEx,RegEnumValueW,NtCreateSection,LoadStringW,NtOpenKey,NtOpenMutant,LdrGetProcedureAddress,CoInitializeSecurity,GetFileVersionInfoW,IsDebuggerPresent,NtOpenKeyEx,LdrLoadDll,UuidCreate,NtQueryInformationFile,CreateProcessInternalW,NtQueryValueKey,NtOpenSection,GetForegroundWindow,WSARecv,GetAdaptersAddresses,NtReadVirtualMemory,GetCursorPos,FindResourceExW,LoadResource,SetFileAttributesW,EnumWindows,OpenServiceW,NtSetValueKey,getsockname,WSASend,NtDeviceIoControlFile,NtWriteFile,NtEnumerateValueKey,DecryptMessage,setsockopt,NtOpenThread,NtEnumerateKey,NtOpenDirectoryObject,EncryptMessage,CreateToolhelp32Snapshot,CoUninitialize,GetBestInterfaceEx,NtCreateKey,WSAStartup,NtTerminateProcess,GetSystemMetrics,NtCreateThreadEx,DrawTextExW,ReadProcessMemory,CreateDirectoryW,DeleteFileW,GetNativeSystemInfo,GetComputerNameW,CryptDecodeObjectEx,0,benign
